sal_code_2021,suburb,population_2021
SAL21960,Norlane,8682
SAL32163,Norman Gardens,10534
SAL32164,Norman Park,6842
SAL12986,Normanhurst,5387
SAL32165,Normanton,1391
SAL41037,Normanville (SA),1965
SAL41038,North Adelaide,6823
SAL12987,North Albury,6232
SAL12990,North Avoca,2318
SAL12991,North Balgowlah,3816
SAL51130,North Beach (WA),3689
SAL21963,North Bendigo,4277
SAL12993,North Boambee Valley,2318
SAL12994,North Bondi,9290
SAL32168,North Booval,3041
SAL41041,North Brighton,2665
SAL51135,North Coogee,3741
SAL12998,North Curl Curl,4288
SAL13000,North Epping,4657
SAL51138,North Fremantle,3947
SAL21965,North Geelong,3225
SAL13001,North Gosford,3986
SAL13002,North Haven (NSW),1619
SAL41043,North Haven (SA),5585
SAL60459,North Hobart,2600
SAL32175,North Ipswich,4527
SAL13003,North Kellyville,17401
SAL51144,North Lake,1299
SAL32178,North Lakes,23030
SAL13004,North Lambton,3454
SAL32179,North Mackay,6194
SAL32181,North Maclean,1581
SAL13007,North Manly,3396
SAL21966,North Melbourne,14953
SAL13009,North Narrabeen,6016
SAL13010,North Nowra,5856
SAL13011,North Parramatta,12064
SAL51147,North Perth,9623
SAL41045,North Plympton,3610
SAL13012,North Richmond,6358
SAL13013,North Rocks,9136
SAL13014,North Rothbury,2502
SAL13015,North Ryde,14043
SAL13017,North St Marys,4123
SAL13019,North Strathfield,4618
SAL13020,North Sydney,8964
SAL13021,North Tamworth,6273
SAL32186,North Toowoomba,3332
SAL13023,North Turramurra,4194
SAL13025,North Wahroonga,2100
SAL32187,North Ward,5073
SAL21969,North Warrandyte,3027
SAL13026,North Willoughby,4161
SAL13027,North Wollongong,2299
SAL21970,North Wonthaggi,3475
SAL51157,Northam,6679
SAL13032,Northbridge (NSW),6493
SAL51159,Northbridge (WA),1420
SAL21971,Northcote,25276
SAL41050,Northfield,5043
SAL32188,Northgate (Qld),4876
SAL41051,Northgate (SA),3184
SAL13033,Northmead,11261
SAL32190,Norville,2476
SAL13036,Norwest,4688
SAL41053,Norwood (SA),6354
SAL60464,Norwood (Tas.),3869
SAL21974,Notting Hill,2895
SAL41055,Novar Gardens,2508
SAL13039,Nowra,9956
SAL13040,Nowra Hill,2141
SAL32193,Nudgee,4377
SAL51165,Nullagine,1159
SAL51167,Nulsen,1083
SAL21984,Numurkah,4604
SAL21985,Nunawading,12413
SAL32197,Nundah,13098
SAL41058,Nuriootpa,6901
SAL13060,Nyngan,1953
SAL21996,Nyora (Vic.),1644
SAL13064,Oak Flats,6840
SAL21998,Oak Park,6714
SAL13065,Oakdale (NSW),2028
SAL41065,Oakden,3583
SAL60471,Oakdowns,1897
SAL32209,Oakey,4756
SAL51174,Oakford,2803
SAL13069,Oakhurst (NSW),6947
SAL32211,Oakhurst (Qld),1717
SAL41067,Oaklands Park,3948
SAL22000,Oakleigh,8442
SAL22001,Oakleigh East,6804
SAL22002,Oakleigh South,9851
SAL13071,Oakville,2027
SAL13074,Oatlands (NSW),5833
SAL13075,Oatley,10664
SAL13079,Oberon,3319
SAL51175,Ocean Beach,1014
SAL22005,Ocean Grove,17714
SAL51176,Ocean Reef,8125
SAL13081,Ocean Shores,5777
SAL32218,Ocean View,1022
SAL80102,O'Connor (ACT),5917
SAL22006,Officer,18503
SAL22007,Officer South,1159
SAL41061,O'Halloran Hill,2722
SAL13084,Old Bar,5126
SAL60475,Old Beach,4394
SAL13086,Old Erowal Bay,1080
SAL13088,Old Guildford,2857
SAL41071,Old Noarlunga,1531
SAL41072,Old Reynella,3458
SAL13092,Old Toongabbie,3276
SAL22009,Olinda (Vic.),1773
SAL32224,One Mile (Qld),2038
SAL41075,One Tree Hill,1043
SAL41076,Onkaparinga Hills,2610
SAL32226,Oonoonba,2050
SAL32227,Ooralea,3691
SAL13102,Oran Park,17624
SAL51184,Orana,2035
SAL13103,Orange,41232
SAL13105,Orangeville,1354
SAL22014,Orbost,2264
SAL13106,Orchard Hills,1798
SAL51189,Orelia,4535
SAL32234,Ormeau,15938
SAL32235,Ormeau Hills,4521
SAL32236,Ormiston,6379
SAL22016,Ormond,8328
SAL41080,Osborne (SA),1951
SAL51190,Osborne Park,4463
SAL41062,O'Sullivan Beach,1844
SAL41081,Ottoway,2783
SAL13114,Ourimbah,4019
SAL22020,Ouyen,1170
SAL32241,Oxenford,12273
SAL80105,Oxley (ACT),1703
SAL32243,Oxley (Qld),9100
SAL13121,Oxley Park,4197
SAL13122,Oxley Vale,3935
SAL13123,Oyster Bay,5689
SAL32246,Pacific Heights,1111
SAL32247,Pacific Paradise,2675
SAL32248,Pacific Pines,16664
SAL51192,Padbury,8626
SAL13126,Paddington (NSW),12701
SAL32250,Paddington (Qld),9063
SAL13131,Padstow,14017
SAL13132,Padstow Heights,3594
SAL80106,Page,3054
SAL13136,Pagewood,3885
SAL22027,Pakenham,54118
SAL22029,Pakenham Upper,1196
SAL32255,Pallara,3861
SAL13143,Palm Beach (NSW),1652
SAL32257,Palm Beach (Qld),16349
SAL32258,Palm Cove,2450
SAL32260,Palm Island,2138
SAL80107,Palmerston (ACT),5579
SAL32264,Palmview,5236
SAL32265,Palmwoods (Qld),6357
SAL51197,Palmyra (WA),7585
SAL13151,Pambula,1002
SAL13155,Panania,13507
SAL41095,Panorama,2388
SAL22032,Panton Hill,1063
SAL41096,Para Hills,6793
SAL41097,Para Hills West,3295
SAL41098,Para Vista,3023
SAL51201,Paraburdoo,1324
SAL41101,Paradise (SA),7217
SAL32269,Paradise Point,7062
SAL41103,Parafield Gardens,18467
SAL41105,Paralowie,17504
SAL70219,Parap,2819
SAL41111,Paringa,1131
SAL32270,Park Avenue,5292
SAL60490,Park Grove,2613
SAL41113,Park Holme,3199
SAL22036,Park Orchards,3835
SAL32271,Park Ridge,8455
SAL32272,Park Ridge South,1680
SAL22037,Parkdale,12308
SAL51205,Parkerville,2432
SAL13162,Parkes (NSW),11324
SAL32273,Parkhurst,3043
SAL32274,Parkinson,11148
SAL13164,Parklea,3684
SAL32277,Parkside (Qld),1530
SAL41114,Parkside (SA),5126
SAL22038,Parkville (Vic.),7074
SAL32278,Parkwood (Qld),8837
SAL51209,Parkwood (WA),5995
SAL51210,Parmelia,6184
SAL13167,Parramatta,30211
SAL32279,Parramatta Park,3621
SAL32280,Parrearra,4661
SAL41120,Pasadena,3073
SAL22041,Pascoe Vale,18171
SAL22042,Pascoe Vale South,10534
SAL22047,Patterson Lakes,7793
SAL13173,Paxton,1215
SAL41123,Payneham,2438
SAL41124,Payneham South,1731
SAL22049,Paynesville (Vic.),3636
SAL32286,Peachester,1460
SAL32288,Peak Crossing,1016
SAL13177,Peak Hill (NSW),1162
SAL13179,Peakhurst,12079
SAL13180,Peakhurst Heights,2524
SAL80109,Pearce,2687
SAL22050,Pearcedale,3867
SAL51219,Pearsall,4244
SAL51222,Pegs Creek,2050
SAL13188,Pelaw Main,1080
SAL32294,Pelican Waters,7393
SAL13192,Pemulwuy,5532
SAL13193,Pendle Hill,7743
SAL60501,Penguin,4132
SAL13194,Pennant Hills,7588
SAL41136,Pennington,3773
SAL41137,Penola,1622
SAL13195,Penrith,17966
SAL13197,Penshurst (NSW),12592
SAL51225,Peppermint Grove,1597
SAL32298,Peregian Beach,4972
SAL32299,Peregian Springs,9532
SAL60503,Perth (Tas.),3472
SAL51230,Perth (WA),13670
SAL41143,Peterborough (SA),1490
SAL41144,Peterhead,1201
SAL13202,Petersham,8200
SAL32303,Petrie,8722
SAL32304,Petrie Terrace,1168
SAL80110,Phillip,5197
SAL32307,Pialba,4151
SAL51234,Piara Waters,15029
SAL51236,Piccadilly (WA),2305
SAL13211,Picnic Point,6413
SAL13212,Picton (NSW),5282
SAL32310,Pie Creek,1137
SAL32317,Pimlico (Qld),2557
SAL32318,Pimpama,24601
SAL32325,Pine Mountain (Qld),1695
SAL51247,Pinjarra,4914
SAL51248,Pink Lake,1042
SAL32333,Pioneer (Qld),2346
SAL13238,Pitt Town,3871
SAL32336,Pittsworth,3300
SAL32340,Plainland,1930
SAL22084,Plenty (Vic.),2575
SAL13242,Plumpton (NSW),10070
SAL41167,Plympton,5459
SAL41168,Plympton Park,3881
SAL13243,Point Clare,3974
SAL22086,Point Cook,66781
SAL13244,Point Frederick,2043
SAL22088,Point Lonsdale,3788
SAL13245,Point Piper,1334
SAL32344,Point Vernon,5718
SAL13248,Pokolbin,1049
SAL32345,Pomona (Qld),2931
SAL41185,Pooraka,7583
SAL22102,Porepunkah,1024
SAL41187,Port Adelaide,1338
SAL41189,Port Augusta,6437
SAL41190,Port Augusta West,4046
SAL41192,Port Broughton,1312
SAL51258,Port Denison,1452
SAL32352,Port Douglas,3650
SAL41194,Port Elliot,2251
SAL22105,Port Fairy,3742
SAL13256,Port Hacking,1210
SAL51259,Port Hedland,4081
SAL13257,Port Kembla,5088
SAL51260,Port Kennedy,13477
SAL41201,Port Lincoln,14458
SAL13258,Port Macquarie,47693
SAL22107,Port Melbourne,17633
SAL41206,Port Noarlunga,3245
SAL41207,Port Noarlunga South,3058
SAL41210,Port Pirie South,3878
SAL41211,Port Pirie West,2556
SAL60516,Port Sorell,2221
SAL41216,Port Willunga,1785
SAL22109,Portarlington,4436
SAL13262,Portland (NSW),2447
SAL22110,Portland (Vic.),10016
SAL13267,Potts Hill,1454
SAL13268,Potts Point,7183
SAL13269,Pottsville,7238
SAL22118,Prahran,12203
SAL13270,Prairiewood,3457
SAL22121,Preston (Vic.),33790
SAL13272,Prestons,15694
SAL13276,Primbee,1623
SAL60522,Primrose Sands,1209
SAL22122,Princes Hill,2005
SAL32368,Proserpine,3614
SAL13278,Prospect (NSW),5187
SAL41220,Prospect (SA),14584
SAL60524,Prospect (Tas.),1908
SAL60525,Prospect Vale,5433
SAL22124,Puckapunyal,1108
SAL32371,Pullenvale,3276
SAL13286,Punchbowl (Canterbury-Bankstown - NSW),21384
SAL13290,Putney,4097
SAL13294,Pymble,11775
SAL13297,Pyrmont,12658
SAL13299,Quakers Hill,27893
SAL22134,Quarry Hill,2365
SAL13304,Queanbeyan,6409
SAL13305,Queanbeyan East,4240
SAL13306,Queanbeyan West,3146
SAL13307,Queens Park (NSW),3143
SAL51271,Queens Park (WA),7268
SAL13309,Queenscliff (NSW),3407
SAL22135,Queenscliff (Vic.),1516
SAL41232,Queenstown (SA),1943
SAL60531,Queenstown (Tas.),1808
SAL32376,Queenton,1236
SAL51275,Quindalup,1488
SAL51278,Quinns Rocks,8861
SAL13314,Quirindi,3355
SAL41233,Quorn,1232
SAL13316,Raby,5943
SAL32381,Raceview,9699
SAL13317,Raglan (NSW),1272
SAL60533,Railton,1079
SAL32384,Railway Estate,2871
SAL32385,Rainbow Beach,1220
SAL13322,Ramsgate,1151
SAL13323,Ramsgate Beach,1734
SAL13325,Randwick,28943
SAL60536,Ranelagh,1484
SAL32390,Rangeville,8668
SAL51280,Rangeway,1871
SAL32391,Rangewood,1084
SAL13328,Rankin Park,2547
SAL70231,Rapid Creek,3261
SAL32393,Rasmussen,4669
SAL13332,Rathmines,2076
SAL22141,Ravenhall,2295
SAL32396,Ravenshoe,1332
SAL60538,Ravenswood (Tas.),3804
SAL51282,Ravenswood (WA),2483
SAL13338,Raworth,2094
SAL13340,Raymond Terrace,13453
SAL13341,Razorback,1174
SAL22147,Red Cliffs,5294
SAL80112,Red Hill (ACT),3146
SAL32400,Red Hill (Brisbane - Qld),5834
SAL22148,Red Hill (Vic.),1009
SAL22151,Redan,3000
SAL32403,Redbank (Qld),2931
SAL32405,Redbank Plains,24349
SAL32406,Redcliffe (Qld),10460
SAL51287,Redcliffe (WA),5030
SAL13352,Redfern,13072
SAL13353,Redhead,3785
SAL32410,Redland Bay,17056
SAL32411,Redlynch,10571
SAL41242,Redwood Park,5367
SAL32414,Reedy Creek (Qld),7412
SAL32416,Regency Downs,2623
SAL13358,Regents Park (NSW),4990
SAL32417,Regents Park (Qld),11103
SAL80113,Reid (ACT),1544
SAL41248,Renmark,4705
SAL41251,Renmark West,1358
SAL41252,Renown Park,1663
SAL13364,Renwick,1453
SAL22160,Research,2695
SAL22161,Reservoir (Vic.),51096
SAL13369,Revesby,15268
SAL13370,Revesby Heights,1916
SAL41253,Reynella,4836
SAL41254,Reynella East,1990
SAL13372,Rhodes,11453
SAL80114,Richardson,3058
SAL32423,Richlands (Qld),5621
SAL13375,Richmond (NSW),5418
SAL41256,Richmond (SA),3474
SAL60551,Richmond (Tas.),1583
SAL22170,Richmond (Vic.),28587
SAL32426,Richmond Hill (Qld),2453
SAL22172,Riddells Creek,4390
SAL41257,Ridgehaven,4304
SAL51296,Ridgewood (WA),4623
SAL41258,Ridleyton,1180
SAL22174,Ringwood (Vic.),19144
SAL22175,Ringwood East,10764
SAL22176,Ringwood North,9964
SAL32433,Ripley,4288
SAL22179,Ripponlea,1532
SAL41259,Risdon Park,3878
SAL41260,Risdon Park South,2230
SAL60556,Risdon Vale,3171
SAL32435,River Heads,2044
SAL32438,Riverhills,4121
SAL60557,Riverside (Tas.),7326
SAL13383,Riverstone,8627
SAL41263,Riverton (SA),1029
SAL51298,Riverton (WA),6078
SAL51299,Rivervale,10897
SAL13385,Riverview (NSW),3148
SAL32442,Riverview (Qld),3067
SAL13386,Riverwood,12793
SAL80115,Rivett,3354
SAL41264,Robe,1252
SAL13389,Robertson (NSW),2017
SAL32444,Robertson (Qld),4749
SAL32445,Robina,25659
SAL22183,Robinvale,3497
SAL32447,Rochedale,7633
SAL32448,Rochedale South,15228
SAL60559,Rocherlea,1033
SAL22184,Rochester (Vic.),3154
SAL22186,Rockbank,2583
SAL13394,Rockdale,15475
SAL32449,Rockhampton City,2059
SAL51301,Rockingham (WA),15312
SAL32451,Rocklea (Qld),1672
SAL32455,Rockville,3204
SAL32458,Rocky Point (Weipa - Qld),2214
SAL32459,Rockyview,1735
SAL13406,Rodd Point,1380
SAL60564,Rokeby (Tas.),4211
SAL51308,Roleystone,6848
SAL32464,Roma,6838
SAL60566,Romaine,1850
SAL22193,Romsey,5797
SAL13410,Rooty Hill,16176
SAL13411,Ropes Crossing,7280
SAL22194,Rosanna,8616
SAL13412,Rose Bay (NSW),9911
SAL60567,Rose Bay (Tas.),1188
SAL41273,Rose Park,1375
SAL13419,Rosebery (NSW),13533
SAL70234,Rosebery (NT),4127
SAL22198,Rosebud,14381
SAL22199,Rosedale (Vic.),1729
SAL13422,Rosehill (NSW),4047
SAL13423,Roselands,12356
SAL13424,Rosemeadow,8007
SAL32471,Rosemount,1851
SAL32473,Rosenthal Heights,2664
SAL60570,Rosetta,2833
SAL13426,Roseville,10340
SAL13427,Roseville Chase,1618
SAL41276,Rosewater,3582
SAL32475,Rosewood (Qld),3263
SAL41277,Roseworthy,1041
SAL22203,Ross Creek (Vic.),1221
SAL32478,Rosslea,1903
SAL41278,Rosslyn Park,1469
SAL13434,Rossmore (NSW),2241
SAL51312,Rossmoyne,3638
SAL41279,Rostrevor,8452
SAL32483,Rothwell,7538
SAL13444,Rouse Hill,11349
SAL22207,Rowville,33571
SAL22208,Roxburgh Park,24129
SAL41281,Roxby Downs,3671
SAL41282,Royal Park,3453
SAL13449,Royalla,1063
SAL41283,Royston Park,1246
SAL13450,Rozelle,8553
SAL32490,Runaway Bay,9308
SAL32491,Runcorn,14199
SAL32495,Rural View,5657
SAL13458,Ruse,5632
SAL13459,Rushcutters Bay,2335
SAL22215,Rushworth,1411
SAL32497,Russell Island,3698
SAL13462,Russell Lea,4920
SAL13463,Russell Vale,1593
SAL13464,Rutherford,13091
SAL22217,Rutherglen,2579
SAL13468,Rydalmere,7274
SAL13469,Ryde,31907
SAL22220,Rye,9438
SAL70237,Sadadeen,2307
SAL13476,Sadleir,3243
SAL32502,Sadliers Crossing,1358
SAL51319,Safety Bay,7662
SAL13477,Safety Beach (NSW),1103
SAL22222,Safety Beach (Vic.),6328
SAL13478,Salamander Bay,4991
SAL22226,Sale,14296
SAL32504,Salisbury (Qld),6790
SAL41288,Salisbury (SA),8841
SAL41289,Salisbury Downs,6296
SAL41290,Salisbury East,9273
SAL41291,Salisbury Heights,4488
SAL41292,Salisbury North,10683
SAL41293,Salisbury Park,2276
SAL41294,Salisbury Plain,1333
SAL13482,Salt Ash,1103
SAL51321,Salter Point,2913
SAL32505,Samford Valley,3208
SAL51322,Samson,1881
SAL13485,San Remo (NSW),4434
SAL22229,San Remo (Vic.),1700
SAL51323,San Remo (WA),1022
SAL13487,Sanctuary Point,7874
SAL60584,Sandford (Tas.),2046
SAL32508,Sandgate (Qld),4926
SAL22232,Sandhurst,5211
SAL13493,Sandringham (NSW),1275
SAL22234,Sandringham (Vic.),10926
SAL32511,Sandstone Point,4094
SAL60585,Sandy Bay,12315
SAL13494,Sandy Beach,2913
SAL13504,Sans Souci,10864
SAL13506,Sapphire Beach,2660
SAL32516,Sapphire Central,1214
SAL13507,Saratoga,3982
SAL32518,Sarina,5619
SAL13513,Sawtell,3788
SAL51328,Sawyers Valley,1001
SAL32524,Scarborough (Qld),9178
SAL51330,Scarborough (WA),17605
SAL32525,Scarness,3646
SAL13517,Schofields,15213
SAL13518,Scone,5824
SAL22242,Scoresby,6066
SAL60592,Scottsdale,2408
SAL80117,Scullin,3069
SAL22247,Seabrook,4952
SAL41311,Seacliff,2117
SAL41312,Seacliff Park,2644
SAL41313,Seacombe Gardens,3373
SAL41314,Seacombe Heights,1549
SAL41315,Seaford (SA),4493
SAL22249,Seaford (Vic.),17215
SAL41316,Seaford Heights,1079
SAL41317,Seaford Meadows,5102
SAL41318,Seaford Rise,6105
SAL13524,Seaforth (NSW),7384
SAL13525,Seaham,1011
SAL22250,Seaholme,2067
SAL41320,Seaton (SA),10877
SAL41321,Seaview Downs,2718
SAL22255,Sebastopol (Vic.),10194
SAL51337,Secret Harbour,12474
SAL22256,Seddon (Vic.),5143
SAL13531,Sefton,6300
SAL41326,Sefton Park,1274
SAL22258,Selby,1626
SAL41327,Sellicks Beach,2705
SAL41329,Semaphore,2749
SAL41330,Semaphore Park,4541
SAL41331,Semaphore South,1031
SAL51339,Serpentine (WA),2863
SAL13533,Seven Hills (NSW),20095
SAL32537,Seven Hills (Qld),2732
SAL60595,Seven Mile Beach,1467
SAL32539,Seventeen Mile Rocks,2699
SAL22263,Seville,2559
SAL51340,Seville Grove,11408
SAL22265,Seymour (Vic.),6569
SAL32544,Shailer Park,12182
SAL13538,Shalvey,3455
SAL32546,Sharon,1209
SAL60598,Shearwater,2051
SAL60599,Sheffield,1602
SAL41338,Sheidow Park,6731
SAL32550,Sheldon,1762
SAL13547,Shell Cove,7591
SAL51345,Shelley (WA),4795
SAL13548,Shellharbour,3520
SAL13550,Shelly Beach (NSW),1313
SAL51346,Shenton Park,4638
SAL22275,Shepparton,32067
SAL22276,Shepparton East,1192
SAL22277,Shepparton North,2048
SAL32554,Sherwood (Qld),6082
SAL13554,Shoal Bay (NSW),1815
SAL32556,Shoal Point,1104
SAL13555,Shoalhaven Heads,3248
SAL51348,Shoalwater (WA),4368
SAL60600,Shorewell Park,2150
SAL32558,Shorncliffe,1907
SAL13557,Shortland,4537
SAL32560,Silkstone,3830
SAL22281,Silvan,1323
SAL51351,Silver Sands,1451
SAL13559,Silverdale (NSW),4543
SAL13562,Silverwater (Parramatta - NSW),3600
SAL51352,Sinagra,3100
SAL13564,Singleton (NSW),5185
SAL51354,Singleton (WA),4021
SAL13565,Singleton Heights,4896
SAL32573,Sinnamon Park,6590
SAL32574,Sippy Downs,11544
SAL13569,Skennars Head,1303
SAL22291,Skye (Vic.),8088
SAL32576,Slacks Creek,10408
SAL32577,Slade Point,3450
SAL13575,Smithfield (NSW),13160
SAL32579,Smithfield (Qld),6664
SAL41346,Smithfield (SA),2482
SAL41347,Smithfield Plains,3305
SAL13579,Smiths Lake,1332
SAL60606,Smithton,3934
SAL22298,Smythes Creek,1762
SAL22299,Smythesdale,1189
SAL60607,Snug,1440
SAL32581,Soldiers Hill (Qld),1796
SAL22302,Soldiers Hill (Vic.),2813
SAL13586,Soldiers Point,1564
SAL41351,Solomontown,1088
SAL22303,Somers,1857
SAL13587,Somersby,1087
SAL60608,Somerset (Tas.),4067
SAL41352,Somerton Park,5811
SAL22305,Somerville (Vic.),11767
SAL51359,Somerville (WA),4165
SAL60609,Sorell,3597
SAL22306,Sorrento (Vic.),2013
SAL51360,Sorrento (WA),7795
SAL13589,South Albury,1372
SAL13593,South Bathurst,1583
SAL51362,South Boulder,1506
SAL13594,South Bowenfels,1326
SAL41353,South Brighton,2763
SAL32587,South Brisbane,14292
SAL51363,South Bunbury,8810
SAL13595,South Coogee,5611
SAL51368,South Fremantle,3398
SAL22308,South Geelong,1014
SAL32589,South Gladstone,3476
SAL13598,South Grafton,6288
SAL13599,South Granville,5829
SAL51371,South Guildford,3781
SAL51372,South Hedland,11046
SAL60615,South Hobart,5886
SAL13603,South Hurstville,5221
SAL51373,South Kalgoorlie,4416
SAL13604,South Kempsey,2604
SAL22309,South Kingsville,2156
SAL32593,South Kolan,1258
SAL51377,South Lake,5831
SAL60616,South Launceston,4894
SAL13605,South Lismore,1775
SAL32594,South Mackay,6918
SAL32595,South Maclean,2232
SAL22310,South Melbourne,11548
SAL22311,South Morang,24989
SAL13609,South Murwillumbah,1064
SAL13610,South Nowra,3165
SAL13612,South Penrith,12005
SAL51381,South Perth,12596
SAL41356,South Plympton,4721
SAL32598,South Ripley,4069
SAL13613,South Tamworth,6621
SAL32601,South Toowoomba,5512
SAL32602,South Townsville,2424
SAL13614,South Turramurra,3208
SAL13615,South Wentworthville,6913
SAL13616,South West Rocks,5058
SAL13617,South Windsor,5948
SAL22314,South Yarra,25028
SAL51390,South Yunderup,3860
SAL22315,Southbank,22631
SAL51394,Southern River,12852
SAL32611,Southport (Qld),36786
SAL32612,Southside,6312
SAL51395,Spalding (WA),1992
SAL51396,Spearwood,10944
SAL13621,Speers Point,3400
SAL80118,Spence (ACT),2587
SAL51397,Spencer Park,3445
SAL22319,Spotswood,2820
SAL60628,Spreyton,1876
SAL13628,Spring Farm (NSW),9868
SAL22320,Spring Gully (Vic.),3092
SAL32623,Spring Hill (Qld),6593
SAL32624,Spring Mountain (Qld),6085
SAL13638,Springdale Heights,2644
SAL13639,Springfield (Central Coast - NSW),4310
SAL32627,Springfield (Ipswich - Qld),7322
SAL32630,Springfield Lakes,17211
SAL13643,Springvale (NSW),1851
SAL22328,Springvale (Vic.),22174
SAL22329,Springvale South,12766
SAL13644,Springwood (NSW),8423
SAL32635,Springwood (Qld),9710
SAL41366,St Agnes (SA),4233
SAL22330,St Albans (Vic.),38042
SAL22331,St Albans Park,4942
SAL13646,St Andrews (NSW),5785
SAL22332,St Andrews (Vic.),1186
SAL22334,St Arnaud,2318
SAL13647,St Clair (Penrith - NSW),19942
SAL41367,St Clair (SA),2634
SAL32639,St George (Qld),3130
SAL51401,St George Ranges,1133
SAL41368,St Georges,1726
SAL13651,St Georges Basin,3215
SAL22339,St Helena,2890
SAL60632,St Helens (Tas.),2206
SAL13652,St Helens Park,6647
SAL13653,St Huberts Island,1080
SAL13654,St Ives (NSW),18384
SAL13655,St Ives Chase,3283
SAL51402,St James (WA),4894
SAL13656,St Johns Park,6302
SAL22343,St Kilda (Vic.),19490
SAL22344,St Kilda East,12571
SAL22345,St Kilda West,2951
SAL13657,St Leonards (NSW),7212
SAL60633,St Leonards (Tas.),2351
SAL22346,St Leonards (Vic.),3542
SAL32645,St Lucia,12220
SAL13658,St Marys (NSW),13256
SAL41373,St Marys (SA),3010
SAL41374,St Morris,1598
SAL13659,St Peters (NSW),3629
SAL41375,St Peters (SA),3231
SAL32649,Stafford,6978
SAL32650,Stafford Heights,6992
SAL13664,Stanhope Gardens,9349
SAL13665,Stanmore (NSW),7619
SAL32655,Stanthorpe,5286
SAL13668,Stanwell Park,1532
SAL22354,Stawell,6220
SAL80119,Stirling (ACT),2191
SAL41384,Stirling (SA),3067
SAL51405,Stirling (WA),10165
SAL41385,Stirling North,2793
SAL32663,Stockleigh,1152
SAL13677,Stockton (NSW),4046
SAL32672,Stones Corner,2336
SAL51408,Stoneville,2489
SAL41393,Stonyfell,1266
SAL32676,Stratford (Qld),1198
SAL22369,Stratford (Vic.),2980
SAL41395,Strathalbyn (SA),7246
SAL51410,Strathalbyn (WA),1165
SAL22373,Strathdale,5756
SAL32677,Strathdickie,1003
SAL13690,Strathfield (NSW),25915
SAL13691,Strathfield South,3636
SAL22376,Strathfieldsaye,6850
SAL22379,Strathmerton,1072
SAL22380,Strathmore (Vic.),8980
SAL22381,Strathmore Heights,1047
SAL32680,Strathpine,10647
SAL22382,Strathtulloh,3997
SAL51413,Stratton,3267
SAL41396,Streaky Bay,1436
SAL32681,Stretton,4686
SAL32683,Stuart (Qld),1576
SAL70245,Stuart Park,4101
SAL41401,Sturt (SA),2787
SAL51416,Subiaco,9940
SAL51417,Success,11340
SAL13699,Suffolk Park,4222
SAL13702,Summer Hill (Inner West - NSW),7288
SAL60653,Summerhill,3139
SAL13705,Summerland Point,2708
SAL32690,Sun Valley (Qld),1296
SAL22391,Sunbury,38851
SAL32694,Sunnybank,8892
SAL32695,Sunnybank Hills,18085
SAL32697,Sunrise Beach,3687
SAL32698,Sunset,2137
SAL51419,Sunset Beach,1558
SAL22395,Sunshine (Vic.),9445
SAL32699,Sunshine Acres,1009
SAL13710,Sunshine Bay,1439
SAL32700,Sunshine Beach,2480
SAL22396,Sunshine North,12047
SAL22397,Sunshine West,18552
SAL13712,Surf Beach (NSW),1934
SAL32702,Surfers Paradise,26412
SAL13713,Surfside,1456
SAL41410,Surrey Downs,3358
SAL22399,Surrey Hills,13655
SAL13714,Surry Hills,15828
SAL13715,Sussex Inlet,3888
SAL13716,Sutherland (NSW),11570
SAL13717,Sutton (NSW),1556
SAL32705,Svensson Heights,3334
SAL22405,Swan Hill,11186
SAL51420,Swan View,7889
SAL51421,Swanbourne,4592
SAL13726,Swansea (NSW),5044
SAL13729,Sydenham (NSW),1100
SAL22414,Sydenham (Vic.),10578
SAL13730,Sydney,16667
SAL13731,Sydney Olympic Park,4848
SAL13732,Sylvania,10749
SAL13733,Sylvania Waters,3200
SAL13737,Table Top,1516
SAL13742,Tahmoor,5777
SAL32717,Taigum,7801
SAL41416,Tailem Bend,1705
SAL32724,Tallai,4465
SAL22426,Tallangatta,1175
SAL13747,Tallawong,6570
SAL32725,Tallebudgera,3826
SAL32726,Tallebudgera Valley,1762
SAL13757,Tamarama,1478
SAL32731,Tamborine,4388
SAL32732,Tamborine Mountain,8105
SAL32735,Tanah Merah,4754
SAL32736,Tanawha,1312
SAL13764,Tanilba Bay,3237
SAL32742,Tannum Sands,5227
SAL41420,Tanunda,4710
SAL41421,Taperoo,3250
SAL51435,Tapping,9547
SAL32745,Tara (Qld),1980
SAL32748,Taranganba,2275
SAL51436,Tarcoola Beach,1360
SAL13779,Taree,16715
SAL13781,Taren Point,1879
SAL32751,Taringa,8732
SAL22451,Tarneit,56370
SAL32756,Taroomball,1136
SAL60668,Taroona,3121
SAL32757,Tarragindi,11035
SAL13784,Tarrawanna,2184
SAL13786,Tarro,1703
SAL13787,Tascott,1675
SAL13789,Tathra,1527
SAL13790,Tatton,2560
SAL22467,Tatura,4955
SAL22471,Tawonga South,1012
SAL80122,Taylor,2220
SAL22473,Taylors Hill,15419
SAL22474,Taylors Lakes,15174
SAL13794,Tea Gardens,3288
SAL41432,Tea Tree Gully,3499
SAL22476,Tecoma,2064
SAL22479,Teesdale (Vic.),2308
SAL13795,Telarah,2318
SAL32767,Telina,2197
SAL13797,Telopea,5356
SAL13799,Temora,4706
SAL13800,Tempe,3550
SAL22483,Templestowe,16966
SAL22484,Templestowe Lower,14098
SAL13802,Tenambit,3088
SAL32770,Teneriffe,5520
